Περιγραφή,Κωδικός,Έτος,Μήνας,Sales,Forecasts
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Ιανουάριος,135,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Φεβρουάριος,225,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Μάρτιος,270,270
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Απρίλιος,135,135
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Μάιος,315,315
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Ιούνιος,315,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Ιούλιος,225,225
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Αύγουστος,0,180
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Σεπτέμβριος,405,180
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Οκτώβριος,90,45
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Νοέμβριος,270,270
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ ΠΟΡΤΟΚΑΛΙ 750ML,031030CYP,2021,Δεκέμβριος,303,315
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Ιανουάριος,360,360
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Φεβρουάριος,102,216
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Μάρτιος,468,468
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Απρίλιος,327,180
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Μάιος,184,180
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Ιούνιος,360,252
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Ιούλιος,161,540
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Αύγουστος,360,360
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Σεπτέμβριος,468,468
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Οκτώβριος,107,360
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Νοέμβριος,756,576
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ PLUS 750ML 18ΤΜΧ,031161CYP,2021,Δεκέμβριος,0,0
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Ιανουάριος,288,288
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Φεβρουάριος,396,288
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Μάρτιος,324,252
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Απρίλιος,216,144
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Μάιος,180,180
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Ιούνιος,396,360
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Ιούλιος,226,324
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Αύγουστος,252,216
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Σεπτέμβριος,252,324
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Οκτώβριος,360,360
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Νοέμβριος,720,324
"ΕΥΡΗΚΑ ΥΓΡΟ ΠΙΑΤΩΝ PLUS 750ML -0,40€",031163CYP,2021,Δεκέμβριος,0,0
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Ιανουάριος,33,84
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Φεβρουάριος,1680,1470
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Μάρτιος,546,546
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Απρίλιος,774,774
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Μάιος,1134,1134
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Ιούνιος,368,378
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Ιούλιος,1344,462
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Αύγουστος,0,294
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Σεπτέμβριος,504,294
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Οκτώβριος,1050,1050
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Νοέμβριος,756,756
ΕΥΡΗΚΑ EXTRA 500 ML ΚΥΠΡΟΥ,031200CYP,2021,Δεκέμβριος,1008,924
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Ιανουάριος,216,216
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Φεβρουάριος,288,180
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Μάρτιος,1080,720
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Απρίλιος,144,72
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Μάιος,692,684
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Ιούνιος,360,216
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Ιούλιος,252,324
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Αύγουστος,0,216
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Σεπτέμβριος,432,432
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Οκτώβριος,797,828
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Νοέμβριος,576,396
ΕΥΡΗΚΑ ΥΓ ΠΙΑΤ EXTRA 750ML 18ΤΜΧ,031251CYP,2021,Δεκέμβριος,144,108
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Ιανουάριος,108,108
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Φεβρουάριος,587,540
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Μάρτιος,468,396
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Απρίλιος,360,288
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Μάιος,459,432
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Ιούνιος,504,288
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Ιούλιος,360,396
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Αύγουστος,0,252
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Σεπτέμβριος,324,432
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Οκτώβριος,396,396
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Νοέμβριος,329,540
"ΕΥΡΗΚΑ ΥΓ ΠΙΑΤΩΝ EXTRA 750ML -0,40€",031253CYP,2021,Δεκέμβριος,720,756
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Ιανουάριος,324,200
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Φεβρουάριος,504,300
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Μάρτιος,0,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Απρίλιος,378,500
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Μάιος,405,300
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Ιούνιος,313,300
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Ιούλιος,0,0
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Αύγουστος,296,0
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Σεπτέμβριος,685,300
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Οκτώβριος,241,300
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Νοέμβριος,504,200
RIVEX F/P CLASSIC 400ML PROMO 12PCS^,0356ROM,2021,Δεκέμβριος,346,100
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Ιανουάριος,893,800
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Φεβρουάριος,738,800
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Μάρτιος,588,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Απρίλιος,439,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Μάιος,0,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Ιούνιος,314,700
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Ιούλιος,0,500
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Αύγουστος,0,0
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Σεπτέμβριος,1011,1000
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Οκτώβριος,804,500
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Νοέμβριος,1006,500
RIVEX F/P CLASSIC 300ML 12PCS^,0369ROM,2021,Δεκέμβριος,799,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Ιανουάριος,119,200
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Φεβρουάριος,294,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Μάρτιος,1033,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Απρίλιος,0,500
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Μάιος,214,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Ιούνιος,294,200
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Ιούλιος,168,200
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Αύγουστος,0,0
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Σεπτέμβριος,409,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Οκτώβριος,516,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Νοέμβριος,1028,300
RIVEX F/P SPRING FRESH 300ML 12PCS^,0392ROM,2021,Δεκέμβριος,125,200
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Ιανουάριος,1600,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Φεβρουάριος,0,1600
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Μάρτιος,1900,1500
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Απρίλιος,1700,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Μάιος,0,1400
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Ιούνιος,1800,1600
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Ιούλιος,1900,1400
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Αύγουστος,0,1700
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Σεπτέμβριος,1400,0
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Οκτώβριος,1500,1400
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Νοέμβριος,1200,1600
FLUP ΖΕΣΤΟ ΝΕΡΟ 80GR 4x12ΤΜΧ,0402UKR,2021,Δεκέμβριος,0,1700
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Ιανουάριος,1440,0
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Φεβρουάριος,0,1440
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Μάρτιος,1437,720
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Απρίλιος,1320,1560
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Μάιος,0,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Ιούνιος,1200,1440
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Ιούλιος,1560,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Αύγουστος,0,1560
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Σεπτέμβριος,1320,0
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Οκτώβριος,1200,1320
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Νοέμβριος,1200,1440
FLUP ΚΡΥΟ ΝΕΡΟ 60GR 4x12ΤΜΧ,0424UKR,2021,Δεκέμβριος,0,1560
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Ιανουάριος,966,950
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Φεβρουάριος,239,200
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Μάρτιος,681,780
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Απρίλιος,1269,1320
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Μάιος,985,1000
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Ιούνιος,463,630
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Ιούλιος,965,680
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Αύγουστος,166,470
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Σεπτέμβριος,1125,790
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Οκτώβριος,659,460
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Νοέμβριος,184,680
FLUP ΑΠΟΦΡ.60GR ΜΕ ΚΡΥΟ ΝΕΡΟ 2+1ΔΩΡΟ,0428,2021,Δεκέμβριος,984,1000
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Ιανουάριος,849,1034
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Φεβρουάριος,1164,1036
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Μάρτιος,447,646
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Απρίλιος,1397,1234
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Μάιος,414,1086
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Ιούνιος,773,740
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Ιούλιος,866,790
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Αύγουστος,247,642
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Σεπτέμβριος,1080,840
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Οκτώβριος,516,400
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Νοέμβριος,284,498
FLUP ΑΠΟΦΡ(ΖΕΣΤΟ ΝΕΡΟ)80Γ Ε Σ 2+1 Δ,051006,2021,Δεκέμβριος,898,840
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Ιανουάριος,664,4000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Φεβρουάριος,5108,4000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Μάρτιος,2495,5000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Απρίλιος,3487,4000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Μάιος,0,3000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Ιούνιος,2688,2000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Ιούλιος,1373,1000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Αύγουστος,0,0
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Σεπτέμβριος,2592,3000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Οκτώβριος,6730,3000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Νοέμβριος,2531,2000
PEAK OUT HOT 80GR 48PCS,051015ROM,2021,Δεκέμβριος,686,1000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Ιανουάριος,2230,2000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Φεβρουάριος,1129,2000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Μάρτιος,2066,5000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Απρίλιος,1496,4000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Μάιος,2672,3000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Ιούνιος,951,2000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Ιούλιος,0,1000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Αύγουστος,0,0
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Σεπτέμβριος,5014,3000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Οκτώβριος,3664,3000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Νοέμβριος,1857,2000
PEAK OUT COLD WATER 60GR 48PCS,051064ROM,2021,Δεκέμβριος,1904,1000
TOPINE PLUS 1L,052001,2021,Ιανουάριος,587,1200
TOPINE PLUS 1L,052001,2021,Φεβρουάριος,1009,1200
TOPINE PLUS 1L,052001,2021,Μάρτιος,318,1200
TOPINE PLUS 1L,052001,2021,Απρίλιος,862,1200
TOPINE PLUS 1L,052001,2021,Μάιος,880,900
TOPINE PLUS 1L,052001,2021,Ιούνιος,655,800
TOPINE PLUS 1L,052001,2021,Ιούλιος,661,800
TOPINE PLUS 1L,052001,2021,Αύγουστος,784,800
TOPINE PLUS 1L,052001,2021,Σεπτέμβριος,803,1000
TOPINE PLUS 1L,052001,2021,Οκτώβριος,646,1000
TOPINE PLUS 1L,052001,2021,Νοέμβριος,993,1000
TOPINE PLUS 1L,052001,2021,Δεκέμβριος,727,900
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Ιανουάριος,278,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Φεβρουάριος,161,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Μάρτιος,259,260
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Απρίλιος,276,250
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Μάιος,299,260
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Ιούνιος,253,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Ιούλιος,203,270
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Αύγουστος,255,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Σεπτέμβριος,207,300
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Οκτώβριος,74,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Νοέμβριος,476,240
ΕΥΡΗΚΑ ANTIKALK SACHET 54GR,054010,2021,Δεκέμβριος,269,220
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Ιανουάριος,234,150
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Φεβρουάριος,119,100
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Μάρτιος,174,400
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Απρίλιος,2249,2000
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Μάιος,2776,4800
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Ιούνιος,1575,1500
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Ιούλιος,1765,1300
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Αύγουστος,583,700
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Σεπτέμβριος,199,600
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Οκτώβριος,129,300
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Νοέμβριος,651,200
"AROXOL ΕΝΤ/ΝΟ 300ML ΠΡ -0,45€",080002,2021,Δεκέμβριος,182,150
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Ιανουάριος,54,100
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Φεβρουάριος,54,100
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Μάρτιος,141,600
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Απρίλιος,1216,1600
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Μάιος,2716,2800
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Ιούνιος,3160,2500
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Ιούλιος,1155,1700
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Αύγουστος,345,350
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Σεπτέμβριος,58,300
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Οκτώβριος,73,30
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Νοέμβριος,42,10
"AROXOL ΕΝΤ/ΝΟ 300ML 12x2 -2,5€",080004,2021,Δεκέμβριος,50,10
AROXOL ΕΝΤ/ΝΟ 400ML ROM 12PCS,080201ROM,2021,Ιανουάριος,0,0
AROXOL ΕΝΤ/ΝΟ 400ML ROM 12PCS,080201ROM,2021,Φεβρουάριος,4131,3000
AROXOL ΕΝΤ/ΝΟ 400ML ROM 12PCS,080201ROM,2021,Μάρτιος,2676,3000
AROXOL ΕΝΤ/ΝΟ 400ML ROM 12PCS,080201ROM,2021,Απρίλιος,2134,3000
